# Created by Octave 3.6.4, Wed Jun 04 12:14:19 2014 CDT <andres@elcerdo.mda.cinvestav.mx>
# name: isot
# type: matrix
# rows: 51
# columns: 2
 0 NaN
 0.005 7.239043718091559
 0.01 7.247510193193314
 0.015 7.253611095473823
 0.02 7.262962630534483
 0.025 7.275156521345363
 0.03 7.290376240642724
 0.035 7.308889269139041
 0.04 7.330793977590846
 0.045 7.356536840680494
 0.05 7.386409264751032
 0.055 7.420903961893702
 0.06 7.460547486682593
 0.065 7.506064163555383
 0.07000000000000001 7.55828791085066
 0.075 7.618276588099862
 0.08 7.687347307074529
 0.08500000000000001 7.767157668785364
 0.09 7.85968623347474
 0.095 7.967485098582672
 0.1 8.093709066187454
 0.105 8.24204926336953
 0.11 8.416834078859376
 0.115 8.622295208488396
 0.12 8.861205493883929
 0.125 9.131721459610029
 0.13 9.421224953854178
 0.135 9.69897887328165
 0.14 9.913840658951395
 0.145 10.00982341270736
 0.15 9.95713472724259
 0.155 9.770156810850949
 0.16 9.493380007608163
 0.165 9.174250084317
 0.17 8.847338132840905
 0.175 8.532599397236655
 0.18 8.239384663781438
 0.185 7.970744002097969
 0.19 7.7266204174269
 0.195 7.505465477527916
 0.2 7.305163041487808
 0.205 7.123524913053605
 0.21 6.958486125220536
 0.215 6.808166165865035
 0.22 6.670903573480396
 0.225 6.545232635403926
 0.23 6.429882220294971
 0.235 6.323738456388805
 0.24 6.225837802194669
 0.245 6.135344943525929
 0.25 6.051503685926747


